date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15,price_per_sqft,age,renovated
2015-01-14,465000.0,3,2.5,2714,17936,2.0,0,0,3,9,2714,0,2005,98001,2590,18386,171.33382461311717,19,0
2014-05-27,477000.0,4,2.75,1720,6270,2.0,0,0,3,8,1720,0,1978,98118,2130,8700,277.3255813953488,46,0
2015-01-15,280000.0,2,1.0,850,16400,1.0,0,0,3,6,850,0,1923,98168,1100,14459,329.4117647058824,101,0
2015-02-21,1505000.0,5,3.0,3300,33474,1.0,0,3,3,9,1870,1430,1957,98040,3836,20953,456.06060606060606,67,1
2014-07-03,445838.0,3,2.5,2250,5692,2.0,0,0,3,8,2250,0,2000,98146,1320,5390,198.15022222222223,24,0
2014-08-28,1072000.0,2,2.25,3900,14864,1.0,0,3,3,8,1950,1950,1947,98144,2580,5184,274.87179487179486,77,0
2014-10-23,467000.0,2,1.5,1320,10800,1.0,0,0,4,8,1320,0,1947,98177,2120,12040,353.7878787878788,77,0
2014-08-22,686000.0,4,2.5,2760,6440,2.0,0,0,3,10,2760,0,1999,98075,3070,8127,248.55072463768116,25,0
2014-06-05,279950.0,3,2.0,1750,9750,1.0,0,0,3,7,1350,400,1961,98198,1900,10125,159.97142857142856,63,0
2014-09-04,527000.0,4,2.25,2330,19436,2.0,0,0,3,8,2330,0,1987,98011,1910,10055,226.1802575107296,37,0
2014-09-18,325000.0,3,2.25,2220,16020,1.0,0,0,4,8,1780,440,1966,98030,2080,9583,146.3963963963964,58,0
2014-09-03,328000.0,3,2.25,2020,8379,2.0,0,0,3,7,2020,0,1994,98038,2020,8031,162.37623762376236,30,0
2014-06-04,390000.0,3,2.25,1250,7500,1.0,0,0,5,7,1250,0,1942,98146,1280,7392,312.0,82,0
2015-03-09,479950.0,2,2.0,1510,6516,1.0,0,0,3,8,1510,0,2005,98053,1640,6009,317.8476821192053,19,0
2014-05-29,264950.0,4,2.25,1720,9753,1.0,0,0,4,7,1120,600,1978,98023,1510,9753,154.0406976744186,46,0
2015-01-15,235000.0,3,1.0,1430,15246,1.0,0,0,4,7,980,450,1961,98031,1960,13068,164.33566433566435,63,0
2015-03-03,516500.0,3,2.5,1480,4729,2.0,0,0,3,7,1480,0,2004,98053,2250,4729,348.9864864864865,20,0
2015-04-13,655000.0,2,1.75,1450,15798,2.0,1,4,3,7,1230,220,1915,98166,2030,13193,451.7241379310345,109,1
2014-06-16,500000.0,4,2.75,2280,15347,1.0,0,0,5,7,2280,0,1960,98059,2280,15347,219.2982456140351,64,0
2014-11-21,315000.0,6,2.75,2940,7350,1.0,0,0,3,8,1780,1160,1978,98023,2120,8236,107.14285714285714,46,0
2014-11-20,213000.0,2,1.0,1000,10200,1.0,0,0,3,6,1000,0,1961,98024,1150,13702,213.0,63,0
2014-09-02,475000.0,3,1.5,2480,5280,1.5,0,0,5,7,1620,860,1947,98108,2090,4800,191.53225806451613,77,0
2014-06-10,1025000.0,5,4.0,3760,28040,2.0,0,0,3,10,3760,0,1983,98033,3430,35096,272.6063829787234,41,0
2015-04-09,416000.0,3,2.0,2220,94300,1.0,0,0,5,7,1640,580,1976,98010,2070,80100,187.38738738738738,48,0
2015-03-20,410000.0,4,1.0,1970,4740,1.5,0,0,3,7,1670,300,1904,98122,1510,4740,208.12182741116752,120,1
2014-07-01,800000.0,3,3.5,3830,221284,2.0,0,0,3,10,3530,300,1993,98077,2920,148539,208.87728459530027,31,0
2014-05-29,472000.0,6,2.5,4410,14034,1.0,0,2,4,9,2350,2060,1965,98003,2600,13988,107.02947845804988,59,0
2014-12-08,225000.0,3,1.75,1430,8505,1.0,0,0,4,7,1430,0,1968,98003,1190,8640,157.34265734265733,56,0
2014-10-01,210000.0,2,1.0,830,6000,1.0,0,0,3,6,830,0,1940,98126,830,4960,253.0120481927711,84,0
2015-01-27,455000.0,2,1.0,1430,5000,1.5,0,0,2,7,1430,0,1925,98115,1450,3750,318.1818181818182,99,0
2015-04-27,225000.0,3,1.0,1300,8316,1.0,0,0,4,6,1300,0,1954,98002,1260,8316,173.07692307692307,70,0
2014-08-26,480000.0,2,1.0,1030,3060,1.0,0,2,4,7,790,240,1918,98103,1390,3060,466.0194174757282,106,0
2015-02-12,363000.0,3,2.5,2740,11872,2.0,0,0,3,9,2740,0,1990,98023,2570,10377,132.4817518248175,34,0
2014-09-29,2400000.0,4,2.5,3650,8354,1.0,1,4,3,9,1830,1820,2000,98074,3120,18841,657.5342465753424,24,0
2015-02-26,181000.0,2,1.5,720,5120,1.0,0,0,3,6,720,0,1954,98106,1150,2566,251.38888888888889,70,0
2015-03-14,250000.0,4,2.0,2010,7312,1.0,0,0,4,7,2010,0,1976,98002,2010,7650,124.37810945273633,48,0
2015-04-22,481000.0,3,1.75,1560,3000,1.0,0,0,4,6,770,790,1918,98103,1390,3000,308.3333333333333,106,0
2014-09-23,260000.0,3,2.0,1810,7209,1.0,0,0,4,7,1240,570,1978,98032,1750,7209,143.646408839779,46,0
2014-05-13,455000.0,4,2.5,3360,7685,2.0,0,0,3,9,3360,0,2001,98058,3060,6567,135.41666666666666,23,0
2015-04-01,415000.0,3,2.25,1510,36224,2.0,0,0,3,8,1510,0,1991,98045,1730,36224,274.8344370860927,33,0
2015-04-21,349500.0,3,1.0,1400,3538,1.0,0,0,3,7,800,600,1953,98118,1620,6331,249.64285714285714,71,0
2014-09-29,245000.0,3,2.5,1730,7442,2.0,0,0,3,7,1730,0,1987,98030,1630,6458,141.6184971098266,37,0
2014-05-19,592500.0,2,2.0,1420,9191,1.5,0,2,5,7,1420,0,1928,98115,1420,6816,417.2535211267606,96,0
2014-10-20,385000.0,4,1.75,2360,7620,1.0,0,0,4,7,1180,1180,1955,98106,1910,7620,163.135593220339,69,0
2015-02-11,315000.0,3,1.75,1580,11455,1.0,0,0,4,7,1200,380,1974,98059,1550,10650,199.36708860759492,50,0
2014-11-24,255000.0,3,1.0,1230,10170,1.0,0,0,3,7,1230,0,1979,98045,1380,10098,207.3170731707317,45,0
2014-08-29,693000.0,4,2.5,2460,4425,2.0,0,0,3,8,2460,0,2006,98052,2990,5659,281.7073170731707,18,0
2014-12-02,780000.0,3,1.0,1660,4400,1.5,0,0,3,8,1460,200,1911,98112,1660,4400,469.87951807228916,113,0
2014-10-24,237000.0,3,1.75,1270,8470,1.0,0,0,4,7,1270,0,1960,98198,1600,8470,186.61417322834646,64,0
2014-12-16,525000.0,3,2.25,2100,40510,2.0,0,0,3,10,1320,780,1979,98074,2380,33450,250.0,45,0
2015-04-28,425000.0,2,1.0,770,5040,1.0,0,0,3,5,770,0,1930,98144,1330,2580,551.9480519480519,94,0
2014-10-27,369900.0,1,0.75,760,10079,1.0,1,4,5,5,760,0,1936,98070,1230,14267,486.7105263157895,88,0
2014-05-19,290000.0,4,2.5,1700,7280,2.0,0,0,4,7,1700,0,1988,98031,1950,7475,170.58823529411765,36,0
2014-09-29,285000.0,3,1.0,1120,10701,1.0,0,0,3,7,1120,0,1954,98106,1130,6350,254.46428571428572,70,0
2014-08-14,415000.0,2,1.0,1070,4500,1.0,0,0,3,7,1070,0,1937,98115,1320,4465,387.85046728971963,87,0
2015-04-09,272500.0,3,2.5,2070,9900,1.0,0,0,3,8,1420,650,1979,98023,2070,8250,131.6425120772947,45,0
2015-05-04,2900000.0,4,3.25,5050,20100,1.5,0,2,3,11,4750,300,1982,98004,3890,20060,574.2574257425742,42,1
2014-10-07,1365000.0,4,4.75,5310,57346,2.0,0,0,4,11,5310,0,1989,98077,4180,47443,257.0621468926554,35,0
2015-05-01,436000.0,2,1.0,1040,7538,1.0,0,0,4,7,1040,0,1939,98133,1440,7530,419.2307692307692,85,0
2014-10-17,210000.0,3,1.0,1700,11390,1.0,0,0,4,7,1700,0,1967,98003,1350,8164,123.52941176470588,57,0
2014-09-25,236000.0,3,1.0,1300,5898,1.0,0,0,3,7,1300,0,1961,98178,1320,7619,181.53846153846155,63,0
2014-11-24,331000.0,3,1.75,1080,1306,1.0,0,0,3,7,580,500,1954,98199,1440,2225,306.48148148148147,70,1
2015-03-20,365000.0,3,2.5,2653,4510,2.0,0,0,3,8,2653,0,2006,98031,2653,4927,137.5800980022616,18,0
2015-01-27,450000.0,3,2.0,2290,16258,1.0,0,0,5,8,2290,0,1960,98058,1660,10530,196.5065502183406,64,0
2014-11-13,770000.0,4,2.75,3820,26300,2.0,0,0,3,9,2850,970,2014,98028,1860,12136,201.57068062827224,10,0
2015-05-05,455000.0,4,2.5,2210,49375,1.0,0,0,3,8,2210,0,1997,98038,2670,49385,205.88235294117646,27,0
2015-05-05,405000.0,3,1.75,2390,6000,1.0,0,0,3,6,1240,1150,1908,98118,2020,6000,169.4560669456067,116,0
2014-07-03,304900.0,4,1.75,2600,11325,1.0,0,0,4,7,1610,990,1969,98031,1720,11088,117.26923076923077,55,0
2015-02-27,170000.0,2,1.0,860,5265,1.0,0,0,3,6,860,0,1931,98178,1650,8775,197.67441860465115,93,0
2015-05-13,2050000.0,5,3.0,3830,8480,2.0,0,1,5,9,2630,1200,1905,98122,3050,7556,535.248041775457,119,1
2014-06-30,780000.0,4,2.5,3500,7048,2.0,0,0,3,9,3500,0,2005,98053,3920,7864,222.85714285714286,19,0
2015-04-10,330000.0,3,3.0,2420,13959,1.0,0,0,4,8,1740,680,1988,98028,2570,13300,136.36363636363637,36,0
2014-09-05,370000.0,4,2.5,2720,8666,2.0,0,0,3,9,2720,0,1992,98030,2410,8100,136.02941176470588,32,0
2014-10-17,467000.0,5,2.25,2500,13500,1.0,0,0,3,7,1850,650,1979,98072,2300,9750,186.8,45,0
2015-02-09,405000.0,3,1.75,1670,6720,1.0,0,0,3,7,1140,530,1980,98034,1670,7320,242.51497005988023,44,0
2014-07-02,675000.0,5,2.25,2900,10300,1.0,0,0,3,8,1450,1450,1985,98006,2310,10300,232.75862068965517,39,0
2014-08-12,500000.0,2,1.0,1640,14100,1.0,0,0,4,7,1140,500,1954,98006,1520,13527,304.8780487804878,70,0
2014-07-23,389999.0,4,2.5,1890,15770,2.0,0,0,4,7,1890,0,1968,98166,2410,15256,206.34867724867726,56,0
2015-02-24,630000.0,4,1.75,2950,9025,1.0,0,2,4,8,1780,1170,1975,98034,2120,9600,213.5593220338983,49,0
2014-10-22,360000.0,4,2.5,2160,9528,2.0,0,0,3,9,2160,0,1992,98001,2280,9937,166.66666666666666,32,0
2014-10-02,580000.0,4,3.0,3280,11060,2.0,0,0,3,8,2270,1010,1986,98056,2320,11004,176.82926829268294,38,0
2014-07-09,550000.0,3,2.0,1970,4166,2.0,0,3,5,8,1270,700,1929,98126,2390,4166,279.18781725888323,95,0
2014-07-10,879000.0,4,2.5,3360,22111,2.0,0,0,3,10,3360,0,1994,98075,3150,11374,261.60714285714283,30,0
2014-08-22,265000.0,3,2.0,1320,8959,1.0,0,0,3,7,1320,0,1993,98042,1740,7316,200.75757575757575,31,0
2015-03-04,446500.0,3,2.5,2650,7286,2.0,0,0,3,8,2650,0,1990,98059,2400,7220,168.49056603773585,34,0
2014-06-02,404000.0,3,1.5,2030,8880,1.0,0,0,3,7,1330,700,1963,98108,2140,5592,199.01477832512316,61,0
2014-05-29,267500.0,3,1.75,1590,11914,1.0,0,2,3,7,1090,500,1957,98188,1630,9052,168.23899371069183,67,0
2014-06-24,3075000.0,4,5.0,4550,18641,1.0,1,4,3,10,2600,1950,2002,98074,4550,19508,675.8241758241758,22,0
2014-08-11,335000.0,3,2.5,2440,7632,2.0,0,0,3,8,2440,0,1998,98003,2510,7903,137.29508196721312,26,0
2014-06-19,576000.0,3,2.5,1940,9000,1.0,0,0,4,7,970,970,1948,98117,2190,7310,296.9072164948454,76,0
2015-04-01,208633.0,3,2.5,2040,3810,2.0,0,0,3,8,2040,0,2006,98038,2370,4590,102.27107843137254,18,0
2015-01-15,315000.0,3,2.25,2200,8750,1.0,0,0,4,7,1120,1080,1964,98166,1460,10139,143.1818181818182,60,0
2015-02-17,725000.0,3,1.75,1920,3300,1.0,0,0,4,8,960,960,1913,98112,1740,4000,377.6041666666667,111,0
2015-04-03,550000.0,4,2.75,1800,7750,1.0,0,0,4,8,1400,400,1965,98177,1800,8275,305.55555555555554,59,0
2014-06-12,610750.0,4,2.25,2180,7297,2.0,0,0,3,8,2180,0,1984,98074,2250,9781,280.1605504587156,40,0
2015-02-28,550700.0,2,1.0,1010,5000,1.5,0,0,4,6,1010,0,1908,98105,1460,5000,545.2475247524752,116,0
2015-01-08,665000.0,4,2.75,3320,10574,2.0,0,0,5,8,2220,1100,1960,98056,2720,8330,200.3012048192771,64,0
2015-02-09,834000.0,4,2.5,2370,4000,1.5,0,2,5,8,1980,390,1928,98144,2440,5750,351.8987341772152,96,0
2014-10-23,201000.0,5,1.75,1660,78408,1.5,0,0,3,6,1660,0,1915,98065,1660,78408,121.08433734939759,109,0
2014-05-02,2384000.0,5,2.5,3650,9050,2.0,0,4,5,10,3370,280,1921,98119,2880,5400,653.1506849315068,103,0
2014-06-18,1384000.0,4,3.25,4290,12103,1.0,0,3,3,11,2690,1600,1997,98006,3860,11244,322.61072261072263,27,0
2014-12-09,1400000.0,4,3.25,4290,12103,1.0,0,3,3,11,2690,1600,1997,98006,3860,11244,326.3403263403263,27,0
2014-11-05,305000.0,4,2.25,1950,7700,1.0,0,0,3,8,1350,600,1979,98058,2150,7350,156.4102564102564,45,0
2015-04-08,487000.0,3,2.0,2590,14052,1.0,0,0,5,8,1720,870,1948,98133,1570,8162,188.03088803088804,76,0
2015-05-11,390000.0,3,2.5,1930,64904,1.0,0,0,4,8,1930,0,1988,98042,2350,57500,202.07253886010363,36,0
2014-07-23,548000.0,2,1.0,1470,3864,1.0,0,0,4,7,1170,300,1916,98103,1570,3864,372.7891156462585,108,0
2014-11-22,268750.0,4,1.0,800,8775,1.0,0,0,3,6,800,0,1943,98166,1310,8775,335.9375,81,0
2014-05-13,819900.0,5,2.75,3150,7119,2.0,0,0,3,9,3150,0,2013,98052,1560,8384,260.2857142857143,11,0
2014-10-23,520000.0,3,2.25,2030,16200,2.0,0,0,3,8,2030,0,1984,98027,2660,17958,256.1576354679803,40,0
2014-07-21,230000.0,3,2.0,1450,11204,1.0,0,0,3,7,1450,0,2003,98001,1520,9518,158.6206896551724,21,0
2015-02-02,240000.0,3,1.75,1510,10248,1.0,0,0,3,7,1510,0,1969,98023,1510,9753,158.94039735099338,55,0
2014-09-05,232000.0,2,1.0,1240,12092,1.0,0,0,3,6,960,280,1922,98146,1820,7460,187.09677419354838,102,1
2015-03-11,240500.0,2,1.0,1240,12092,1.0,0,0,3,6,960,280,1922,98146,1820,7460,193.9516129032258,102,1
2014-10-27,274975.0,3,2.5,3030,45004,2.0,0,0,3,9,3030,0,1987,98077,3080,35781,90.75082508250826,37,0
2014-09-05,740000.0,4,2.0,2050,4400,1.5,0,0,4,9,2050,0,1922,98102,2320,5500,360.9756097560976,102,0
2015-04-28,186375.0,3,1.0,1000,7636,1.0,0,0,2,7,1000,0,1952,98166,1150,7600,186.375,72,0
2014-07-25,790000.0,3,2.25,2370,10289,1.0,0,0,4,9,1590,780,1977,98005,2500,10004,333.3333333333333,47,0
2014-09-16,880000.0,4,3.5,2800,6750,2.0,0,0,3,9,1890,910,1951,98105,2370,6120,314.2857142857143,73,1
2015-04-16,279000.0,6,1.75,2240,11180,2.0,0,0,4,7,2240,0,1955,98198,1590,7955,124.55357142857143,69,0
2014-07-29,295000.0,3,2.0,1810,10530,1.0,0,2,3,8,1810,0,1991,98022,1910,10450,162.98342541436463,33,0
2015-04-08,640000.0,2,1.0,1070,5000,1.0,0,0,3,7,1070,0,1924,98103,1710,5000,598.1308411214953,100,0
2014-07-03,940000.0,4,2.0,2490,9525,2.0,0,0,5,9,2490,0,1968,98040,2770,9525,377.5100401606426,56,0
2014-10-07,260000.0,4,2.5,1960,5238,2.0,0,0,3,7,1960,0,2003,98038,1800,5894,132.6530612244898,21,0
2014-06-02,559900.0,3,2.75,2930,5569,1.0,0,0,3,9,1860,1070,2004,98072,2580,11045,191.09215017064847,20,0
2014-07-22,791500.0,4,2.0,1510,3500,1.5,0,0,5,7,1510,0,1911,98103,1820,3750,524.1721854304636,113,0
2014-08-26,265000.0,3,1.75,1420,8250,1.0,0,0,3,7,1420,0,1954,98133,1740,8000,186.61971830985917,70,0
2015-05-01,245000.0,3,1.75,1740,11547,1.0,0,0,3,7,1740,0,1954,98178,880,78408,140.80459770114942,70,0
2015-04-24,485000.0,4,1.75,2560,43995,2.0,0,0,4,7,2560,0,1962,98052,2560,14764,189.453125,62,0
2014-11-06,684000.0,4,3.5,3040,8414,2.0,0,0,3,9,2420,620,2010,98059,3470,8066,225.0,14,0
2014-09-09,425000.0,3,1.75,2500,6840,1.0,0,0,3,8,1300,1200,1957,98125,1580,8691,170.0,67,0
2014-10-17,309600.0,4,1.75,1275,20000,1.0,0,0,4,6,1275,0,1991,98070,1660,20000,242.8235294117647,33,0
2014-07-18,552250.0,4,2.5,2580,5823,2.0,0,0,3,8,2580,0,2002,98065,2380,5823,214.0503875968992,22,0
2014-07-23,165000.0,4,1.0,1000,7134,1.0,0,0,3,6,1000,0,1943,98178,1020,7138,165.0,81,0
2014-12-29,239900.0,4,1.0,1000,7134,1.0,0,0,3,6,1000,0,1943,98178,1020,7138,239.9,81,0
2014-12-05,320000.0,2,1.0,1070,32633,1.0,0,0,4,6,1070,0,1930,98059,1360,32156,299.06542056074767,94,0
2014-10-21,206600.0,3,2.0,1390,13464,1.0,0,0,4,7,1390,0,1987,98030,1720,12080,148.63309352517985,37,0
2015-04-16,387000.0,4,1.75,2500,7690,1.0,0,0,3,7,1250,1250,1973,98155,2040,8646,154.8,51,0
2014-06-04,299000.0,1,0.75,560,12120,1.0,0,0,3,4,560,0,1967,98014,1300,19207,533.9285714285714,57,0
2014-09-22,855000.0,4,2.75,2270,10460,2.0,0,0,3,9,2270,0,1965,98040,2610,10180,376.6519823788546,59,0
2015-01-26,315000.0,3,1.0,1900,14400,1.0,0,0,4,7,1300,600,1954,98166,1940,14400,165.78947368421052,70,0
2014-12-03,437500.0,2,1.0,990,3120,1.0,0,2,5,7,790,200,1907,98103,1930,3120,441.9191919191919,117,0
2015-03-24,252000.0,4,1.5,1550,19800,1.0,0,0,4,7,1050,500,1969,98001,1640,22654,162.58064516129033,55,0
2014-06-04,375000.0,4,1.75,2200,7475,1.0,0,0,5,7,1100,1100,1955,98118,1600,5766,170.45454545454547,69,0
2014-08-06,300000.0,4,2.5,1910,4862,2.0,0,0,3,7,1910,0,2005,98038,2010,5091,157.06806282722513,19,0
2014-10-06,420000.0,4,1.0,1750,9600,1.5,0,0,4,7,1750,0,1954,98006,1750,10530,240.0,70,0
2014-05-05,900000.0,3,1.0,1330,77972,1.0,0,0,3,7,1330,0,1928,98033,1340,17689,676.6917293233083,96,1
2014-08-05,679900.0,3,2.5,2440,5750,2.0,0,2,3,9,1980,460,2000,98116,1520,5750,278.6475409836066,24,0
2014-06-05,463000.0,3,2.5,1640,29970,2.0,0,0,3,7,1640,0,1992,98053,1580,28399,282.3170731707317,32,0
2014-08-28,380000.0,5,2.5,2760,11340,2.0,0,0,4,9,2760,0,1978,98059,2470,11340,137.68115942028984,46,0
2014-12-10,329500.0,4,2.5,1820,7912,2.0,0,0,3,7,1820,0,1994,98038,1820,8168,181.04395604395606,30,0
2014-08-19,604950.0,3,2.5,2110,5608,1.0,0,0,3,8,1340,770,2013,98033,2040,9363,286.70616113744074,11,0
2014-09-17,795000.0,5,2.5,3040,9570,1.0,0,2,4,8,1640,1400,1966,98006,2920,8800,261.5131578947368,58,0
2015-01-30,465000.0,3,2.0,1840,40438,2.0,0,0,3,7,1840,0,1994,98045,1380,44049,252.7173913043478,30,0
2015-03-26,673000.0,4,2.5,2990,10400,2.0,0,0,3,9,2990,0,2002,98166,2140,17449,225.08361204013377,22,0
2014-10-01,810000.0,4,2.5,3520,15420,2.0,0,0,3,10,3520,0,1991,98074,3400,21455,230.11363636363637,33,0
2015-04-23,785000.0,4,2.75,2440,69415,1.0,0,0,4,8,1910,530,1989,98075,2770,24361,321.72131147540983,35,0
2014-11-20,338000.0,4,3.0,2090,7500,1.0,0,0,3,7,1370,720,1986,98056,1810,7650,161.7224880382775,38,0
2014-12-04,280000.0,3,2.25,1430,7222,2.0,0,0,3,7,1430,0,1993,98056,1430,7220,195.8041958041958,31,0
2014-10-01,315000.0,4,2.25,2180,10754,1.0,0,0,5,7,1100,1080,1954,98133,1810,6929,144.4954128440367,70,0
2015-03-24,530000.0,4,2.25,2180,10754,1.0,0,0,5,7,1100,1080,1954,98133,1810,6929,243.11926605504587,70,0
2014-12-23,380000.0,5,3.0,3450,9914,2.0,0,0,3,9,3450,0,2004,98023,2860,9721,110.14492753623189,20,0
2014-08-11,297000.0,3,2.25,1450,7562,2.0,0,0,3,7,1450,0,1994,98056,1650,7625,204.82758620689654,30,0
2014-05-20,730000.0,4,2.5,3230,7331,2.0,0,0,3,10,3230,0,2004,98075,3480,7447,226.0061919504644,20,0
2014-06-09,450000.0,3,1.75,1640,13500,1.0,0,0,3,7,1110,530,1940,98125,1770,12600,274.390243902439,84,0
2014-10-27,275000.0,3,3.0,1590,7750,1.0,0,0,3,7,1060,530,1997,98038,1680,7500,172.9559748427673,27,0
2015-04-29,595000.0,4,2.0,2020,2849,2.0,0,0,3,7,2020,0,1960,98115,1910,3120,294.55445544554453,64,0
2015-04-21,435000.0,3,1.5,1300,3348,1.5,0,0,3,7,1300,0,1904,98144,1590,2577,334.61538461538464,120,1
2014-09-16,270000.0,2,1.5,1380,209959,1.0,0,0,1,6,1380,0,1954,98011,3130,19868,195.65217391304347,70,0
2014-08-05,950000.0,3,3.0,4040,14338,2.0,0,0,3,10,3030,1010,1986,98077,3360,14142,235.14851485148515,38,0
2015-03-13,389000.0,4,2.25,2130,5337,2.0,0,0,3,7,2130,0,2001,98019,2300,6930,182.62910798122067,23,0
2015-01-21,560000.0,4,2.25,2550,7800,1.0,0,0,3,8,1580,970,1968,98052,2420,8050,219.6078431372549,56,0
2014-07-28,1350000.0,5,3.5,4800,14984,2.0,0,2,3,11,3480,1320,1998,98006,4050,19009,281.25,26,0
2014-11-11,799000.0,4,2.25,2510,11585,2.0,0,0,4,8,2510,0,1969,98040,2450,9691,318.32669322709165,55,0
2014-06-25,365500.0,3,2.0,1410,9600,1.0,0,0,4,7,1410,0,1983,98072,1410,9600,259.21985815602835,41,0
2014-05-15,252350.0,3,2.0,1650,7352,1.0,0,0,3,7,1160,490,1979,98058,1710,7350,152.93939393939394,45,0
2014-09-05,403950.0,4,2.5,2120,13780,2.0,0,0,3,8,2120,0,1993,98146,1880,12000,190.54245283018867,31,0
2014-08-01,385000.0,4,1.5,2040,10726,1.0,0,0,3,7,1380,660,1954,98177,1610,10020,188.72549019607843,70,0
2014-12-10,345000.0,4,1.0,1550,7620,1.5,0,0,3,7,1550,0,1957,98106,1450,7620,222.58064516129033,67,0
2014-09-17,490000.0,3,2.75,1980,3128,2.0,0,0,4,9,1980,0,1979,98008,1950,2856,247.4747474747475,45,0
2014-06-18,330000.0,3,2.5,1600,26977,2.0,0,0,3,8,1600,0,2005,98019,1790,27743,206.25,19,0
2014-05-12,927000.0,4,2.75,3300,12090,2.0,0,0,3,8,3300,0,1953,98004,3180,12239,280.90909090909093,71,0
2014-07-28,1118000.0,4,2.5,3840,16619,2.0,0,1,4,10,3840,0,1983,98040,3600,16553,291.1458333333333,41,0
2015-04-30,330000.0,2,1.0,1220,10000,1.0,0,0,5,7,1220,0,1950,98028,2000,9600,270.4918032786885,74,0
2015-03-09,530000.0,5,2.25,2720,8800,1.0,0,0,4,7,1500,1220,1958,98008,2110,8800,194.85294117647058,66,0
2014-06-23,365000.0,4,2.0,1940,25600,1.0,0,0,1,8,1940,0,1962,98006,2000,10071,188.1443298969072,62,0
2014-06-19,378750.0,3,2.5,2160,3000,1.5,0,0,3,7,1260,900,1909,98118,1060,3500,175.34722222222223,115,1
2014-06-19,269900.0,4,1.75,1530,8750,1.5,0,0,4,7,1530,0,1968,98058,1390,8750,176.40522875816993,56,0
2015-03-06,557000.0,3,3.5,1710,2096,2.0,0,0,3,8,1290,420,2008,98122,1630,1543,325.7309941520468,16,0
2014-08-25,360000.0,4,1.75,3730,16980,1.0,0,0,4,7,2150,1580,1974,98022,1880,16963,96.51474530831099,50,0
2015-04-22,352000.0,2,1.0,940,5000,1.0,0,0,4,7,940,0,1937,98117,1560,4500,374.468085106383,87,0
2015-02-24,437000.0,3,2.5,1750,22357,2.0,0,0,3,8,1750,0,1994,98045,2430,22357,249.71428571428572,30,0
2014-06-18,322500.0,4,2.5,1820,6753,2.0,0,0,3,7,1820,0,1994,98038,1820,7107,177.1978021978022,30,0
2014-09-12,650000.0,3,3.25,1510,2000,2.0,0,0,3,9,1330,180,2001,98116,1510,1352,430.4635761589404,23,0
2014-08-06,450000.0,3,2.0,1290,1213,3.0,0,0,3,8,1290,0,2001,98103,1290,3235,348.83720930232556,23,0
2015-04-17,278500.0,3,2.0,1570,5250,1.0,0,0,3,7,1570,0,1998,98092,1570,5250,177.38853503184714,26,0
2015-04-27,364950.0,4,2.5,1930,6957,2.0,0,0,3,8,1930,0,1995,98055,2090,6996,189.09326424870466,29,0
2014-09-11,840000.0,4,3.5,2840,40139,1.0,0,4,4,10,2840,0,1986,98038,3180,36852,295.77464788732397,38,0
2015-03-18,268000.0,3,2.5,1550,8134,2.0,0,0,3,7,1550,0,1991,98031,1550,8134,172.90322580645162,33,0
2014-07-16,517534.0,2,1.0,833,143947,1.0,0,0,3,5,833,0,2006,98070,1380,143947,621.2893157262905,18,0
2014-11-04,632925.0,3,2.5,2990,32239,2.0,0,0,4,8,2990,0,1978,98077,2990,36497,211.68060200668896,46,0
2014-07-23,577500.0,3,2.5,2000,7251,2.0,0,0,3,9,2000,0,1995,98034,2450,8118,288.75,29,0
2015-02-12,339000.0,4,1.5,2390,7480,1.5,0,2,3,7,2390,0,1920,98178,2850,6867,141.84100418410043,104,0
2014-09-09,570000.0,3,1.75,2910,37461,1.0,0,0,4,7,1530,1380,1967,98052,2520,18295,195.8762886597938,57,0
2014-06-26,563500.0,4,1.75,2085,174240,1.0,0,0,3,7,1610,475,1964,98024,2690,174240,270.26378896882494,60,0
2015-01-05,423000.0,4,2.25,2200,9351,1.0,0,0,5,7,1290,910,1962,98133,1910,8660,192.27272727272728,62,0
2014-12-23,355000.0,3,2.25,1860,5028,2.0,0,0,3,8,1860,0,2012,98019,2320,5465,190.86021505376345,12,0
2014-07-10,1550000.0,5,4.25,6070,171626,2.0,0,0,3,12,6070,0,1999,98024,4680,211267,255.35420098846788,25,0
2014-12-03,482000.0,2,1.0,950,3960,1.0,0,0,3,7,950,0,1941,98103,1320,4050,507.36842105263156,83,0
2014-07-30,625000.0,3,1.75,1600,9135,1.0,0,0,5,7,1600,0,1955,98006,1580,9800,390.625,69,0
2014-12-19,538000.0,3,2.5,2250,11632,2.0,0,0,3,8,2250,0,1988,98056,2360,11632,239.11111111111111,36,0
2015-01-07,380000.0,3,2.5,2280,10255,2.0,0,0,4,8,2280,0,1985,98058,2310,10094,166.66666666666666,39,0
2014-07-17,375000.0,2,1.0,940,5120,1.0,0,0,3,7,940,0,1909,98122,1300,5120,398.93617021276594,115,0
2015-04-03,245000.0,3,2.5,1530,8500,1.0,0,0,5,7,1030,500,1996,98038,1850,8140,160.13071895424838,28,0
2014-11-14,310000.0,5,1.75,2190,27260,1.0,0,0,4,7,2190,0,1947,98166,1620,39480,141.55251141552512,77,1
